StockCode,ProductDescription,TotalRevenue,TotalQuantity,InvoiceCount,RevenueRank,QuantityRank,InvoiceRank
84388,WISE MAN STAR SHAPE EGG PAN,13.139999999999999,24,6,3674.0,3242.0,3376.5
84402B,PURPLE DRESS JEWELLERY STAND,48.19,61,3,3323.0,2895.5,3589.0
84406B,CREAM CUPID HEARTS COAT HANGER,7653.17,2015,284,313.0,708.0,510.5
84415A,PINK FLOCK SUEDE CUSHION COVER ,15.0,12,2,3642.5,3452.0,3698.0
84415B,BLUE FLOCK CUSHION COVER ,20.0,8,3,3571.0,3563.5,3589.0
84422,PINK/BLUE DISC/MIRROR STRING,244.16999999999996,566,15,2630.0,1676.5,2970.0
84429A,MEDIUM PINK BUDDHA HEAD ,182.50000000000003,54,21,2768.0,2937.0,2788.0
84452,METAL RABBIT LADDER EASTER ,62.9,74,16,3219.0,2819.5,2937.0
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,112.55999999999999,126,26,2992.0,2585.0,2655.5
84459A,PINK METAL CHICKEN HEART ,1058.18,716,91,1582.0,1501.5,1618.0
84459B,YELLOW METAL CHICKEN HEART ,1079.67,721,91,1566.0,1495.5,1618.0
84461,12 PINK HEN+CHICKS IN BASKET,104.55,41,14,3025.0,3040.5,3006.0
84462,3 PINK HEN+CHICKS IN BASKET,15.0,12,6,3642.5,3452.0,3376.5
84465,15 PINK FLUFFY CHICKS IN BOX,29.5,10,7,3476.0,3502.5,3323.5
84466,TOP SECRET PEN SET,57.5,46,10,3252.5,3000.0,3156.5
84497,BUTTONS AND STRIPES NOTEBOOK ,48.75,13,7,3315.0,3425.5,3323.5
84499,BLACK FLOWER CANDLE PLATE,5.949999999999999,7,2,3799.0,3588.5,3698.0
84507B,STRIPES DESIGN MONKEY DOLL,118.73,39,22,2974.0,3063.0,2761.5
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,175.73,66,28,2786.0,2867.0,2601.0
84508A,CAMOUFLAGE DESIGN TEDDY,3448.05,1631,36,708.0,875.0,2417.5
84508B,STRIPES DESIGN TEDDY,142.79999999999998,56,30,2887.0,2925.5,2556.0
84508C,BLUE CIRCLES DESIGN TEDDY,154.95,56,25,2848.0,2925.5,2686.0
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3417.28,896,230,722.0,1329.0,676.0
84509B,SET OF 4 FAIRY CAKE PLACEMATS,806.04,217,79,1802.0,2287.0,1763.5
84509C,SET OF 4 POLKADOT PLACEMATS ,498.94,130,51,2217.0,2570.5,2136.5
84509E,SET OF 4 CAROUSEL PLACEMATS ,183.45,91,23,2766.0,2730.0,2736.5
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,950.49,517,66,1675.0,1736.5,1938.5
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,775.84,104,68,1835.0,2663.5,1916.5
84509b,SET OF 4 FAIRY CAKE PLACEMATS,37.3,5,4,3411.0,3653.0,3506.0
84509c,SET OF 4 POLKADOT PLACEMATS ,322.22,43,27,2476.0,3027.0,2630.0
84509g,SET OF 4 FAIRY CAKE PLACEMATS ,14.92,2,2,3649.0,3800.5,3698.0
84510A,SET OF 4 ENGLISH ROSE COASTERS,1630.32,1196,239,1223.0,1105.0,642.5
84510C,SET OF 4 POLKADOT COASTERS,211.32999999999998,132,54,2697.0,2560.0,2095.5
84510E,SET OF 4 GREEN CAROUSEL COASTERS,48.29,34,16,3321.0,3114.0,2937.0
84510a,SET OF 4 ENGLISH ROSE COASTERS,130.48,53,40,2930.0,2945.0,2345.0
84510c,SET OF 4 POLKADOT COASTERS,98.7,40,23,3047.0,3052.5,2736.5
84510e,SET OF 4 GREEN CAROUSEL COASTERS,2.46,1,1,3881.0,3874.5,3837.0
84519A,TOMATO CHARLIE+LOLA COASTER SET,905.5500000000001,512,88,1711.0,1743.0,1657.5
84519B,CARROT CHARLIE+LOLA COASTER SET,773.3,471,126,1839.0,1802.5,1284.0
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,508.36999999999995,554,80,2197.0,1691.5,1749.5
84522,PINK PARTY SUNGLASSES,36.76,20,12,3416.0,3295.0,3077.0
84527,FLAMES SUNGLASSES PINK LENSES,95.10000000000001,52,8,3066.0,2956.5,3262.0
84531A,PINK KNITTED EGG COSY,76.69,147,29,3132.0,2509.5,2577.0
84531B,BLUE KNITTED EGG COSY,85.61,155,28,3096.0,2487.5,2601.0
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,50.72,53,10,3299.0,2945.0,3156.5
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,3.32,2,2,3865.5,3800.5,3698.0
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,186.56,399,21,2757.0,1920.0,2788.0
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,850.2,1332,155,1763.0,1019.0,1052.5
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1409.8999999999999,3138,341,1348.0,445.0,392.0
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,888.14,2102,178,1735.0,677.0,912.0
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,11.060000000000002,14,4,3709.0,3401.0,3506.0
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,4.050000000000001,5,1,3845.0,3653.0,3837.0
84539,KNITTED RABBIT DOLL ,42.9,26,2,3353.0,3210.5,3698.0
84548,CROCHET BEAR RED/BLUE  KEYRING,36.3,22,4,3419.0,3265.5,3506.0
84549,CROCHET WHITE RABBIT KEYRING ,69.38,38,7,3177.0,3074.0,3323.5
84550,CROCHET LILAC/RED BEAR KEYRING,1.65,1,1,3898.5,3874.5,3837.0
84551,CROCHET DOG KEYRING,21.45,13,2,3556.5,3425.5,3698.0
84558A,3D DOG PICTURE PLAYING CARDS,987.4100000000001,333,81,1643.0,2023.5,1738.0
84558a,3D DOG PICTURE PLAYING CARDS,29.310000000000002,5,5,3478.0,3653.0,3437.0
84559A,3D SHEET OF DOG STICKERS,375.61,397,94,2395.0,1924.5,1598.0
84559B,3D SHEET OF CAT STICKERS,217.29,237,55,2688.0,2238.0,2084.5
84559a,3D SHEET OF DOG STICKERS,48.379999999999995,29,22,3320.0,3170.5,2761.5
84559b,3D SHEET OF CAT STICKERS,38.33,23,20,3397.0,3254.5,2817.0
84562A,PINK/WHITE RIBBED MELAMINE JUG,23.85,3,3,3534.5,3743.0,3589.0
84563A,PINK & WHITE BREAKFAST TRAY,369.84000000000003,96,35,2402.0,2699.5,2439.0
84563B,BLUE & WHITE BREAKFAST TRAY,346.3,94,38,2443.0,2712.5,2380.0
84568,GIRLS ALPHABET IRON ON PATCHES ,2678.33,12442,147,865.0,54.0,1105.5
84569A,PACK 3 IRON ON DOG PATCHES,355.84,294,65,2423.0,2110.5,1952.5
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,118.4,85,19,2976.0,2753.5,2848.5
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,1,1,3904.0,3874.5,3837.0
84569D,PACK 6 HEART/ICE-CREAM PATCHES,560.62,467,98,2123.5,1809.0,1558.0
84575A,PINK DOG CANNISTER,39.3,14,4,3390.0,3401.0,3506.0
84576,BLUE CAT BISCUIT BARREL PINK HEART,148.32,66,17,2871.0,2867.0,2907.5
84580,MOUSE TOY WITH PINK T-SHIRT,1482.43,389,165,1311.0,1931.5,975.5
84581,DOG TOY WITH PINK CROCHET SKIRT,709.71,187,90,1923.0,2373.5,1628.5
84584,PINK GINGHAM CAT WITH SCARF,314.51,144,30,2497.0,2519.0,2556.0
84592,CROCHET ROSE PURSE WITH SUEDE BACK,241.24000000000004,76,22,2636.0,2808.0,2761.5
84593,CROCHET ROSE DES CLOTHES HANGER,14.750000000000002,5,1,3654.0,3653.0,3837.0
84595E,LARGE TORTILLA DESIGN RED BOWL,154.68,78,22,2850.0,2791.5,2761.5
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2547.42,5023,522,895.0,250.5,173.0
84596E,SMALL LICORICE DES PINK BOWL,411.68,564,79,2344.0,1680.0,1763.5
84596F,SMALL MARSHMALLOWS PINK BOWL,1943.62,3732,435,1094.0,371.0,253.0
84596G,SMALL CHOCOLATES PINK BOWL,949.0799999999999,1855,245,1677.0,782.5,622.0
84596J,MIXED NUTS LIGHT GREEN BOWL,296.45,568,68,2525.0,1670.0,1916.5
84596L,BISCUITS SMALL BOWL LIGHT BLUE,629.38,1254,172,2023.0,1066.0,940.5
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,17.57,7,5,3597.0,3588.5,3437.0
84596e,SMALL LICORICE DES PINK BOWL,25.099999999999998,10,6,3516.0,3502.5,3376.5
84596f,SMALL MARSHMALLOWS PINK BOWL,39.36,16,12,3389.0,3361.5,3077.0
84596g,SMALL CHOCOLATES PINK BOWL,7.38,3,1,3776.0,3743.0,3837.0
84596l,BISCUITS SMALL BOWL LIGHT BLUE,2.46,1,1,3881.0,3874.5,3837.0
84597B,RETRO BROWN BALL ASHTRAY ,51.25,41,5,3297.0,3040.5,3437.0
84597C,RETRO PINK BALL ASHTRAY ,57.5,46,13,3252.5,3000.0,3043.5
84598,BOYS ALPHABET IRON ON PATCHES,546.04,1975,99,2153.0,723.5,1543.0
84600,NEW BAROQUE JEWELLERY BOX ,446.89,53,25,2284.0,2945.0,2686.0
84609,TALL ROCOCO CANDLE HOLDER,770.59,93,20,1844.0,2719.5,2817.0
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,27.9,6,3,3492.0,3613.0,3589.0
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,1,1,3831.0,3874.5,3837.0
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,11.9,2,1,3693.5,3800.5,3837.0
84616,SILVER ROCCOCO CHANDELIER,504.32,14,9,2204.0,3401.0,3204.5
84617,NEW BAROQUE BLACK BOXES,38.25,3,3,3399.5,3743.0,3589.0
84620,BLUE GINGHAM ROSE CUSHION COVER,11.9,2,1,3693.5,3800.5,3837.0
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,605.48,478,42,2061.0,1789.0,2303.5
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,536.41,449,35,2159.0,1842.0,2439.0
84629,WHITE 3 FRAME BIRDS AND TREE ,150.0,20,10,2865.0,3295.0,3156.5
84631,FRUIT TREE AND BIRDS WALL PLAQUE,340.58,40,24,2452.0,3052.5,2715.5
84632,DECORATIVE HANGING SHELVING UNIT,359.70000000000005,6,5,2416.0,3613.0,3437.0
84637,KITCHEN FLOWER POTS WALL PLAQUE,619.59,116,83,2041.0,2615.5,1712.0
84638,SMALL KITCHEN FLOWER POTS PLAQUE,331.5,50,37,2463.0,2977.0,2398.0
84658,WHITE STITCHED CUSHION COVER,412.23,57,22,2342.0,2918.5,2761.5
84659A,WHITE TRAVEL ALARM CLOCK,676.27,280,89,1965.0,2137.0,1642.0
84660A,WHITE STITCHED WALL CLOCK,783.45,843,42,1823.0,1376.5,2303.5
84660B,BLACK STITCHED WALL CLOCK,733.28,707,40,1891.0,1515.0,2345.0
84660C,PINK STITCHED WALL CLOCK,693.32,661,45,1944.0,1558.0,2243.5
84660a,WHITE STITCHED WALL CLOCK,29.84,4,2,3465.0,3698.0,3698.0
84660b,BLACK STITCHED WALL CLOCK,15.08,2,2,3637.0,3800.5,3698.0
84660c,PINK STITCHED WALL CLOCK,134.92,18,16,2914.0,3328.5,2937.0
84661A,WHITE SQUARE TABLE CLOCK,167.79,104,20,2807.0,2663.5,2817.0
84661B,BLACK SQUARE TABLE CLOCK,300.24,115,29,2519.0,2619.0,2577.0
84661C,PINK SQUARE TABLE CLOCK,104.84,71,14,3023.5,2839.0,3006.0
84661a,WHITE SQUARE TABLE CLOCK,4.96,1,1,3821.5,3874.5,3837.0
84661b,BLACK SQUARE TABLE CLOCK,4.96,1,1,3821.5,3874.5,3837.0
84663A,GRASS HOPPER WOODEN WALL CLOCK ,374.12,272,34,2398.0,2152.5,2460.5
84665,SQUARE CHERRY BLOSSOM CABINET,624.75,105,17,2031.0,2660.0,2907.5
84666,SQUARE CHERRY BLOSSOM CABINET,94.80000000000001,24,4,3067.0,3242.0,3506.0
84673A,PINK FLY SWAT,63.72,92,43,3212.0,2726.0,2283.5
84673B,BLUE FLY SWAT,156.63,179,66,2846.0,2402.5,1938.5
84674,FLYING PIG WATERING CAN,466.95000000000005,193,47,2257.0,2360.0,2208.0
84675,FROG KING WATERING CAN,26.55,9,2,3501.0,3532.5,3698.0
84678,CLASSICAL ROSE SMALL VASE,247.04,142,13,2619.0,2530.0,3043.5
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,2,3264.0,3613.0,3698.0
84683,CLASSICAL ROSE CANDLESTAND,162.20000000000002,194,12,2827.0,2353.5,3077.0
84685,BEACH HUT KEY CABINET,177.33,34,21,2784.0,3114.0,2788.0
84686,BEACH HUT MIRROR,66.39,49,8,3193.0,2985.5,3262.0
84687,BEACH HUT SHELF W 3 DRAWERS,504.43,81,31,2203.0,2769.0,2534.0
84688,BEACH HUT DESIGN BLACKBOARD,203.07,41,15,2714.0,3040.5,2970.0
84689,S/2 BEACH HUT TREASURE CHESTS,9.95,3,2,3724.5,3743.0,3698.0
84691,PACK 20 DOLLY PEGS,174.5,242,4,2791.0,2227.5,3506.0
84692,BOX OF 24 COCKTAIL PARASOLS,4327.38,7903,583,580.0,133.0,135.5
84705C,PINK FLOCK PHOTO FRAME ,15.0,12,1,3642.5,3452.0,3837.0
84706D,CHERRY BLOSSOM TABLE CLOCK ,29.599999999999998,8,4,3473.0,3563.5,3506.0
84706F,RED PEONY TABLE CLOCK,47.2,16,10,3332.0,3361.5,3156.5
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,695.23,95,45,1940.0,2706.5,2243.5
84707B,PINK JEWELLED MIRROR TRINKET TRAY,210.54999999999998,34,18,2700.0,3114.0,2879.5
84708B,PINK JEWELLED PHOTO FRAME ,326.35,62,19,2469.0,2891.5,2848.5
84709B,PINK OVAL JEWELLED MIRROR,119.0,20,11,2972.0,3295.0,3112.5
84711A,SILVER OVAL SHAPE TRINKET BOX,221.8,25,17,2677.0,3225.0,2907.5
84711B,PINK OVAL SHAPE TRINKET BOX,186.64,20,13,2756.0,3295.0,3043.5
84712B,PINK JEWELLED PHOTO FRAME,231.56,30,20,2655.0,3156.5,2817.0
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,3,3332.0,3361.5,3589.0
84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,6,3051.0,3040.5,3376.5
84725,FREESTYLE CANVAS ART PICTURE,39.65,41,18,3388.0,3040.5,2879.5
84731,3 BIRDS CANVAS SCREEN,2.04,2,2,3893.0,3800.5,3698.0
84732B,CUTE BIRD CEATURE SCREEN,8.58,22,2,3746.0,3265.5,3698.0
84732D,CUTE RABBIT CEATURE SCREEN ,4.29,11,2,3835.0,3477.0,3698.0
84741C,CITRUS GARLAND FELT FLOWERS ,117.0,60,14,2980.0,2903.0,3006.0
84743C,ORANGE FELT VASE + FLOWERS,1.25,1,1,3904.0,3874.5,3837.0
84744,S/6 SEW ON CROCHET FLOWERS,140.02,110,20,2899.0,2632.0,2817.0
84745A,PINK HANGING GINGHAM EASTER HEN,13.44,32,5,3669.5,3135.5,3437.0
84745B,BLUE HANGING GINGHAM EASTER HEN,13.44,32,5,3669.5,3135.5,3437.0
84746,PINK EASTER HENS+FLOWER,38.31,14,9,3398.0,3401.0,3204.5
84748,FOLK FELT HANGING MULTICOL GARLAND,570.86,204,61,2105.0,2321.5,2010.5
84750A,PINK SMALL GLASS CAKE STAND,46.8,24,1,3334.5,3242.0,3837.0
84750B,BLACK SMALL GLASS CAKE STAND,54.99,61,12,3267.0,2895.5,3077.0
84751B,BLACK MEDIUM GLASS CAKE STAND,37.11,17,8,3414.0,3344.0,3262.0
84754,S/15 SILVER GLASS BAUBLES IN BAG,725.52,558,62,1902.0,1687.0,1993.0
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,10487.050000000001,16401,621,213.0,28.0,118.0
84760S,SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,43,8,3222.0,3027.0,3262.0
84763,ZINC FINISH 15CM PLANTER POTS,748.34,601,57,1876.0,1623.0,2059.0
84766,SILVER ROCOCO CANDLE STICK,340.7,146,14,2451.0,2512.5,3006.0
84773,RED ROSE AND LACE C/COVER,8.850000000000001,3,1,3737.0,3743.0,3837.0
84789,ENCHANTED BIRD PLANT CAGE,640.72,186,48,2005.0,2377.0,2190.0
84792,ENCHANTED BIRD COATHANGER 5 HOOK,3974.32,833,241,626.0,1390.0,633.0
84795B,SUNSET CHECK HAMMOCK,1390.64,176,48,1361.0,2410.0,2190.0
84795C,OCEAN STRIPE HAMMOCK ,15.9,2,1,3628.5,3800.5,3837.0
84795b,SUNSET CHECK HAMMOCK,266.78,16,14,2584.0,3361.5,3006.0
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,568.13,61,43,2114.0,2895.5,2283.5
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2393.5899999999997,256,124,926.0,2189.5,1304.5
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,141.10999999999999,17,12,2894.0,3344.0,3077.0
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,58.64999999999999,23,4,3244.0,3254.5,3506.0
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,28.05,11,3,3489.0,3477.0,3589.0
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,160.48,224,10,2831.0,2268.5,3156.5
84800L,LARGE WHITE/PINK ROSE ART FLOWER,639.36,360,22,2007.0,1976.0,2761.5
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,174.31,127,11,2792.0,2581.0,3112.5
84800S,SMALL WHITE/PINK ROSE ART FLOWER,120.07,107,9,2965.0,2646.0,3204.5
84801A,PINK HYDRANGEA ART FLOWER,96.60000000000001,46,5,3056.0,3000.0,3437.0
84801B,WHITE HYDRANGEA ART FLOWER,46.2,22,3,3338.0,3265.5,3589.0
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,3.38,2,1,3859.0,3800.5,3837.0
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,6.76,4,1,3782.0,3698.0,3837.0
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,5.07,3,1,3814.0,3743.0,3837.0
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,28.73,17,4,3485.0,3344.0,3506.0
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,180.58,70,8,2774.0,2845.5,3262.0
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,188.37000000000003,99,6,2753.0,2684.5,3376.5
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,60.0,32,4,3235.0,3135.5,3506.0
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,3,3289.0,3074.0,3589.0
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,11,3054.0,2545.5,3112.5
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,411.55999999999995,308,20,2345.0,2076.5,2817.0
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,115.5,55,8,2984.0,2931.0,3262.0
84809B,PINK CHRYSANTHEMUMS ART FLOWER,37.8,18,1,3404.0,3328.5,3837.0
84813,SET OF 4 DIAMOND NAPKIN RINGS,1393.79,166,38,1359.0,2447.0,2380.0
84816,DANISH ROSE BEDSIDE CABINET,519.35,13,10,2187.0,3425.5,3156.5
84817,DANISH ROSE DECORATIVE PLATE,710.64,951,55,1922.0,1277.0,2084.5
84818,DANISH ROSE PHOTO FRAME,1460.81,1423,99,1321.0,964.0,1543.0
84819,DANISH ROSE ROUND SEWING BOX,951.79,811,62,1674.0,1416.5,1993.0
84820,DANISH ROSE TRINKET TRAYS,483.05,259,31,2234.0,2185.0,2534.0
84821,DANISH ROSE DELUXE COASTER,407.15,935,40,2353.0,1299.0,2345.0
84823,DANISH ROSE FOLDING CHAIR,890.4000000000001,112,25,1730.0,2626.0,2686.0
84824,DANISH ROSE UMBRELLA STAND,31.9,2,2,3449.0,3800.5,3698.0
84826,ASSTD DESIGN 3D PAPER STICKERS,389.38,1162,31,2372.0,1131.0,2534.0
84827,ASS DES PHONE SPONGE CRAFT STICKER,153.09,509,14,2853.0,1747.0,3006.0
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1536.3600000000001,1099,182,1283.0,1170.0,899.0
84832,ZINC WILLIE WINKIE  CANDLE STICK,2712.7,2933,268,850.0,473.0,548.0
84836,ZINC METAL HEART DECORATION,7418.07,5937,535,325.0,204.0,163.5
84840,SWEETHEART CARRY-ALL BASKET,76.44,6,6,3135.0,3613.0,3376.5
84842,HELLO SAILOR BATHROOM SET,52.5,14,9,3289.0,3401.0,3204.5
84843,WHITE SOAP RACK WITH 2 BOTTLES,969.8000000000001,172,48,1656.0,2422.5,2190.0
84846A,SCENTED CANDLE IN DIGITALIS TIN,126.04,56,13,2946.0,2925.5,3043.5
84847,FLORAL BATHROOM SET,75.0,20,11,3143.0,3295.0,3112.5
84849A,HELLO SAILOR BLUE SOAP HOLDER,344.34000000000003,180,53,2446.0,2398.5,2109.0
84849B,FAIRY SOAP SOAP HOLDER,478.83,266,76,2244.0,2164.5,1809.0
84849D,HOT BATHS SOAP HOLDER,859.0,494,114,1756.0,1767.0,1379.0
84854,GIRLY PINK TOOL SET,24.75,5,1,3528.5,3653.0,3837.0
84856L,LARGE TAHITI BEACH BAG,17.82,2,2,3592.0,3800.5,3698.0
84856S,SMALL TAHITI BEACH BAG,18.6,4,1,3586.0,3698.0,3837.0
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1,3334.5,3242.0,3837.0
84857C,PINK MONTE CARLO HANDBAG,232.32999999999998,98,10,2652.0,2689.5,3156.5
84858C,PINK RIVIERA HANDBAG,261.68,186,6,2596.0,2377.0,3376.5
84859A,SILVER DISCO HANDBAG,272.99,129,35,2563.0,2574.0,2439.0
84859B,BLUE DISCO HANDBAG,64.81,31,11,3203.0,3145.5,3112.5
84859C,PINK DISCO HANDBAG,180.51999999999998,84,22,2775.0,2757.5,2761.5
84865,NEW BAROQUE BLACK PHOTO ALBUM,146.21,27,14,2875.0,3195.0,3006.0
84870B,BLUE GEISHA GIRL ,146.07999999999998,44,25,2876.0,3019.0,2686.0
84870C,GREEN GEISHA GIRL ,146.05,46,28,2877.0,3000.0,2601.0
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,450.08,40,32,2279.0,3052.5,2512.5
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,282.15,26,21,2549.0,3210.5,2788.0
84873A,FUNKY FLOWER PICNIC BAG FOR 4,33.9,2,2,3436.0,3800.5,3698.0
84874B,BLUE TRAVEL FIRST AID KIT,67.50999999999999,41,14,3185.0,3040.5,3006.0
84875B,GREEN SQUARE COMPACT MIRROR,203.51,131,20,2711.0,2565.0,2817.0
84875D,BLUE SQUARE COMPACT MIRROR,63.75,51,8,3210.5,2967.5,3262.0
84876B,GREEN HEART COMPACT MIRROR,315.81,218,33,2493.0,2284.5,2486.0
84876D,BLUE HEART COMPACT MIRROR,217.5,128,16,2686.0,2576.5,2937.0
84877A,PINK ROUND COMPACT MIRROR,58.16,40,4,3247.0,3052.5,3506.0
84877B,GREEN ROUND COMPACT MIRROR,210.56,144,21,2699.0,2519.0,2788.0
84877D,BLUE ROUND COMPACT MIRROR,150.93,96,18,2861.0,2699.5,2879.5
84879,ASSORTED COLOUR BIRD ORNAMENT,58927.62,36362,1455,9.0,8.0,6.0
84880,WHITE WIRE EGG HOLDER,2012.74,312,76,1061.0,2071.0,1809.0
84881,BLUE WIRE SPIRAL CANDLE HOLDER,82.57,12,6,3108.0,3452.0,3376.5
84882,GREEN WIRE STANDING CANDLE HOLDER,157.34,38,18,2843.0,3074.0,2879.5
84884A,ANT WHITE WIRE HEART SPIRAL,1201.91,301,78,1471.0,2093.5,1780.5
84884a,ANT WHITE WIRE HEART SPIRAL,317.71999999999997,38,26,2487.0,3074.0,2655.5
84898F,YELLOW FLOWERS FELT HANDBAG KIT,98.63,46,19,3048.0,3000.0,2848.5
84905,PINK BUTTERFLY CUSHION COVER ,173.48,35,20,2794.0,3104.0,2817.0
84906,PINK B'FLY C/COVER W BOBBLES,123.02,35,12,2954.0,3104.0,3077.0
84907,PINK YELLOW PATCH CUSHION COVER,180.93,29,23,2771.0,3170.5,2736.5
84910A,PINK PAISLEY CUSHION COVER ,192.14,26,17,2743.0,3210.5,2907.5
84912A,PINK ROSE WASHBAG,560.62,156,74,2123.5,2485.0,1836.5
84912B,GREEN ROSE WASHBAG,1132.85,323,160,1522.0,2049.0,1019.0
84913A,SOFT PINK ROSE TOWEL ,952.83,273,124,1673.0,2150.0,1304.5
84913B,MINT GREEN ROSE TOWEL,754.07,196,86,1867.0,2346.5,1678.0
84915,HAND TOWEL PINK FLOWER AND DAISY,372.33,217,23,2400.0,2287.0,2736.5
84916,HAND TOWEL PALE BLUE W FLOWERS,453.39,223,29,2272.0,2272.0,2577.0
84917,WHITE HAND TOWEL WITH BUTTERFLY,466.3,184,27,2259.0,2385.0,2630.0
84919,BLUE CUSHION COVER WITH FLOWER,381.78000000000003,58,29,2384.0,2912.0,2577.0
84920,PINK FLOWER FABRIC PONY,446.23,115,48,2287.0,2619.0,2190.0
84921,CREAM AND PINK FLOWERS PONY ,41.25,11,5,3372.0,3477.0,3437.0
84922,PINK BUTTERFLY WASHBAG,42.29,9,6,3357.0,3532.5,3376.5
84923,PINK BUTTERFLY HANDBAG W BOBBLES,671.62,162,98,1974.0,2460.5,1558.0
84924A,WAKE UP COCKEREL CALENDAR SIGN ,348.59000000000003,81,33,2438.0,2769.0,2486.0
84924F,PSYCHEDELIC METAL SIGN CALENDAR,7.9,10,3,3761.0,3502.5,3589.0
84925D,LA PALMIERA WALL THERMOMETER,38.25,15,10,3399.5,3379.5,3156.5
84925F,PSYCHEDELIC WALL THERMOMETER,109.93,79,14,3004.0,2782.0,3006.0
84926A,WAKE UP COCKEREL TILE COASTER,210.51999999999998,604,35,2701.0,1620.0,2439.0
84926D,LA PALMIERA TILE COASTER,276.53,709,34,2557.0,1511.5,2460.5
84926E,FLOWERS TILE COASTER,327.79999999999995,968,39,2467.0,1265.0,2362.0
84926F,PSYCHEDELIC TILE COASTER,195.22,430,28,2733.0,1864.5,2601.0
84927A,WAKE UP COCKEREL TILE HOOK,70.45,50,18,3169.0,2977.0,2879.5
84927D,LA PALMIERA TILE HOOK,51.86,47,14,3294.0,2993.0,3006.0
84927E,FLOWERS TILE HOOK,80.16,59,13,3119.0,2908.5,3043.5
84927F,PSYCHEDELIC TILE HOOK,182.95,299,44,2767.0,2098.0,2264.0
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,637.5600000000001,2412,65,2010.0,588.0,1952.5
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,317.44,133,51,2488.0,2557.0,2136.5
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,424.08,177,49,2319.0,2407.5,2173.0
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1120.26,710,83,1529.0,1509.5,1712.0
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,8744.43,10545,347,270.0,74.0,380.5
84946,ANTIQUE SILVER T-LIGHT GLASS,25843.38,19209,905,46.0,21.0,49.0
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,10229.77,8652,347,218.0,111.0,380.5
84949,SILVER HANGING T-LIGHT HOLDER,7622.64,4789,290,315.0,270.0,493.5
84950,ASSORTED COLOUR T-LIGHT HOLDER,2297.03,3619,120,956.0,380.0,1334.5
