InvoiceNo,InvoiceRevenue,InvoiceQuantity,ProductLines
576062,993.38,918,104
576063,330.45,115,11
576064,123.08,69,17
576065,337.11,235,47
576066,187.26,168,58
576067,319.06,187,15
576068,368.45,193,15
576069,164.34,164,27
576070,512.76,385,70
576071,248.07,202,84
576073,173.44,152,23
576074,306.48,168,11
576075,483.90999999999997,400,92
576076,615.49,1231,126
576077,152.95,180,25
576078,581.07,451,96
576079,134.77,69,24
576080,49.2,24,3
576081,310.08,289,24
576082,408.34000000000003,150,15
576083,1238.48,1060,11
576084,15.0,12,1
576085,218.72,146,11
576086,135.45,51,8
576087,736.58,347,38
576088,1314.94,340,8
576089,303.63,99,13
576090,3174.3999999999996,1376,9
576091,319.3,158,16
576092,401.76,420,16
576093,303.06,574,25
576094,309.48,316,10
576095,396.96,593,22
576096,86.0,26,4
576097,139.56,92,7
576098,537.1,342,27
576099,392.57,405,27
576111,78.0,24,1
576112,332.66,218,20
576121,379.79,344,27
576137,1617.56,680,13
576141,348.21000000000004,206,23
576147,1324.3,634,33
576148,321.48,249,9
576172,1355.56,448,15
576175,318.12,366,7
576176,261.9,171,56
576179,3419.64,2244,18
576180,1419.58,946,9
576181,528.89,287,40
576182,114.14,140,9
576184,93.5,40,5
576186,276.3,66,10
576187,229.04,152,19
576188,106.56,52,5
576189,313.13,247,82
576190,137.58,61,19
576191,213.61,105,22
576196,277.82,400,10
576198,98.42,134,9
576200,256.76,145,31
576201,100.8,43,28
576202,915.4000000000001,404,9
576212,680.84,608,70
576213,315.65,605,72
576214,59.64,17,16
576215,284.12,141,13
576217,177.01,52,40
576219,3134.96,1600,16
576220,1023.42,322,3
576221,179.0,100,1
576222,411.71999999999997,322,19
576224,161.64,156,7
576225,49.5,30,1
576228,273.04,260,65
576234,326.1,1,1
576236,356.71,182,74
576237,65.4,12,2
576238,6.24,3,1
576239,291.5,94,8
576245,518.12,225,23
576246,394.82,277,61
576249,374.17,245,70
576251,394.38,140,19
576252,889.46,774,44
576253,358.0,200,2
576254,933.14,886,16
576255,417.23,325,89
576256,261.32,110,19
576257,49.5,30,1
576259,407.92,162,18
576269,461.59,195,21
576274,300.34,226,52
576275,948.48,504,6
576300,220.25,72,56
576301,260.7,213,19
576303,350.24,144,51
576317,134.16,114,9
576318,249.15,124,15
576321,285.67,224,54
576322,354.85,167,12
576323,271.95,141,39
576326,465.88,510,83
576327,243.53,72,10
576328,493.8,194,16
576329,4662.17,1229,518
576339,8425.539999999999,2175,542
576345,742.9300000000001,342,33
576346,91.66000000000001,46,6
576347,8.2,2,2
576349,111.38,30,8
576351,208.16,98,19
576352,95.1,50,5
576353,458.91,299,20
576354,938.4,656,7
576355,1364.74,596,30
576356,243.14000000000001,106,7
576357,327.02,172,18
576358,17.34,6,1
576359,1167.6000000000001,469,7
576361,7.5,6,1
576362,657.29,315,25
576364,591.91,278,86
576365,50653.91,13956,99
576370,558.6,336,15
576371,405.07,534,18
576372,696.24,314,20
576373,332.23,40,9
576374,6260.9,3154,19
576376,383.48,278,11
576377,56.5,34,3
576378,303.93,186,15
576379,346.12,230,18
576380,135.86,230,8
576381,508.42,380,31
576382,32.550000000000004,9,2
576383,216.47,65,13
576384,162.82,54,8
576385,34.65,7,1
576386,224.66,106,2
576387,141.4,46,8
576388,308.48,214,20
576389,850.5,1,1
576390,130.85,56,7
576391,3153.19,690,68
576392,332.46000000000004,114,6
576394,4925.8,2890,26
576395,61.2,12,2
576396,242.22000000000003,103,8
576398,205.25,47,9
576399,476.99,441,30
576400,452.14,288,17
576403,108.43,103,6
576405,483.99,166,25
576406,616.74,491,21
576412,365.4,164,16
576447,304.84000000000003,260,18
576463,404.37,301,112
576503,310.1,130,17
576508,214.91,180,62
576510,152.66000000000003,110,5
576511,201.13,43,12
576512,440.0,4,1
576513,272.63,224,22
576514,140.94,52,8
576516,315.68,204,12
576518,171.44,71,26
576519,181.66,67,8
576520,170.15,90,29
576521,1070.4,336,14
576538,655.58,588,47
576539,133.7,26,2
576540,107.7,36,22
576543,305.62,248,15
576553,195.25,161,14
576554,318.99,186,20
576555,247.15,223,13
576556,317.95,201,18
576557,160.19,229,10
576558,338.16,228,5
576559,252.78,95,41
576560,275.74,218,60
576562,143.04,96,1
576563,210.55,73,21
576564,273.52,90,15
576567,114.0,79,12
576568,213.78,104,14
576570,179.78,90,24
576571,311.6,164,7
576572,355.23,199,2
576573,104.1,146,8
576574,832.01,299,15
576575,333.69,124,19
576577,180.7,98,5
576581,570.98,286,27
576586,429.6,240,1
576587,265.96,202,21
576588,5.8100000000000005,5,3
576589,437.79,367,26
576590,1894.01,706,60
576591,136.32,120,2
576592,504.43,254,92
576593,598.73,281,128
576595,376.58000000000004,199,8
576596,107.8,52,5
576597,1025.3500000000001,682,46
576598,352.6,104,10
576599,902.53,700,57
576600,366.85,133,41
576601,81.54,22,6
576602,832.58,226,13
576603,524.28,195,29
576604,835.97,460,19
576605,215.83999999999997,66,13
576606,274.4,112,5
576607,710.86,526,41
576608,595.44,1152,3
576609,279.77,236,31
576610,46.62,90,4
576611,378.49,150,43
576612,5.9,2,1
576613,310.03999999999996,60,4
576614,250.04,121,57
576615,389.76,222,79
576616,261.3,48,6
576617,5046.62,1544,593
576618,4872.67,1306,552
576622,105.76,43,7
576623,1301.0,1082,7
576624,396.0,178,15
576625,121.6,34,7
576626,376.71999999999997,256,79
576627,361.8,216,8
576628,291.88,222,19
576629,610.28,253,17
576630,199.98000000000002,91,11
576631,226.4,184,5
576633,356.39,177,8
576634,94.56,44,3
576635,408.8,26,2
576636,139.92000000000002,72,2
576637,313.62,210,5
576638,219.35,117,13
576639,282.45,141,15
576640,121.32000000000001,108,2
576641,120.66,150,4
576642,138.21,55,9
576644,5508.5199999999995,684,234
576645,643.96,584,39
576646,333.2,188,19
576648,639.16,490,14
576649,148.07,125,16
576650,1935.9,1505,92
576651,609.07,209,27
576652,170.56,115,19
576653,4391.16,2900,26
576654,144.06,67,29
576655,470.33,165,24
576656,30.0,24,2
576657,409.02,262,25
576658,290.81,159,22
576659,21.0,1,1
576660,315.7,66,8
576661,102.79,42,13
576663,247.98000000000002,102,7
576664,232.5,147,3
576665,887.25,457,143
576666,4.2,2,1
576667,498.06,262,22
576668,363.2,96,2
576669,77.76,25,2
576671,55.16,54,4
576672,1497.52,662,22
576676,177.2,84,10
576677,319.86,143,29
576684,625.86,234,24
576686,365.98,329,87
576687,159.13,82,48
576688,1980.26,924,91
576689,230.37,226,38
576690,337.28000000000003,216,47
576691,237.6,48,1
576692,201.44,178,12
576693,443.4,300,4
576694,309.37,231,16
576695,177.93,99,59
576696,623.54,396,79
576704,165.92,33,22
576734,184.4,96,11
576736,356.1,174,4
576758,273.03999999999996,112,9
576768,1145.32,460,11
576769,107.45,67,7
576770,223.85000000000002,104,11
576771,739.02,597,50
576772,434.5,170,3
576774,301.1,166,13
576775,716.0,400,3
576778,241.53,165,41
576779,1134.6,725,124
576780,370.35999999999996,155,19
576781,178.34,190,11
576782,340.0,4,1
576783,475.13,235,21
576784,384.18,218,50
576786,238.99,153,6
576787,946.41,499,36
576789,60.12,109,5
576790,67.75,6,2
576791,256.32,288,2
576792,295.17,459,11
576809,305.22,186,14
576824,408.66,150,6
576826,49.8,36,2
576827,612.0,720,1
576828,62.96,19,19
576829,164.51,34,4
576830,278.13,149,41
576832,263.0,161,9
576833,226.17,397,17
576834,389.41,193,18
576836,462.28,322,14
576837,6081.09,1688,585
576838,353.98,170,20
576840,5368.13,1332,544
576841,106.88,32,26
576842,295.8,226,14
576844,1115.52,794,27
576845,200.2,44,9
576846,497.97,289,27
576847,456.6,412,11
576848,245.68,124,34
576849,23.55,7,3
576851,235.78,145,47
576852,294.32,194,37
576853,93.39000000000001,57,3
576854,42.36000000000001,36,3
576855,238.92000000000002,200,28
576857,218.77,133,83
576859,495.78000000000003,152,15
576860,769.36,639,83
576861,220.94,340,17
576862,290.81,125,12
576863,251.97,123,13
576864,200.78,179,59
576865,103.69,45,28
576867,285.3,122,16
576869,617.04,577,5
576872,277.88,111,14
576873,109.84,161,19
576874,171.19000000000003,65,10
576875,349.6,150,9
576876,411.98,188,40
576877,6.959999999999999,24,1
576878,86.6,52,5
576879,444.68,220,22
576880,350.62,148,18
576881,389.13,233,14
576888,267.7,104,12
576889,292.67,148,34
576890,328.65,223,23
576891,120.9,42,6
576892,67.00999999999999,37,4
576893,186.8,153,12
576894,291.86,110,16
576895,58.349999999999994,5,2
576896,181.6,80,3
576897,743.43,186,12
576899,759.48,248,32
576900,343.38,210,9
576901,207.99,119,10
576902,99.0,20,1
576904,211.63,78,9
576905,285.88,164,17
576906,616.48,575,33
576907,248.2,169,9
576909,1072.1200000000001,519,32
576910,2037.69,473,45
576911,327.56,313,56
576912,411.96000000000004,228,7
576913,55.08,60,3
576914,93.44,144,6
576915,25.7,22,3
576916,358.15000000000003,175,12
576917,289.1,143,15
576920,532.76,266,23
576922,7.800000000000001,20,1
576923,4808.48,2210,31
576924,477.67,201,23
576926,442.14,188,14
576927,1551.3,772,81
576928,145.95,107,7
576929,129.78,56,7
576930,311.44,122,8
576931,305.38,418,21
576932,492.51,209,55
576933,349.56,312,75
576941,619.9,215,19
576948,533.69,217,23
576958,13.05,9,1
576971,312.92,200,16
576984,280.97,191,10
576995,244.66,64,7
577000,306.0,120,3
577008,133.02,134,29
577009,572.59,164,32
577010,464.85,475,72
577011,30.0,24,1
577016,780.1999999999999,384,40
577018,163.74,82,3
577019,211.10000000000002,88,6
577020,365.29,193,16
577021,2209.74,906,3
577022,331.55,195,38
577023,412.8,240,19
577024,143.2,92,42
577025,363.62,174,23
577026,243.6,79,12
577027,321.15,132,7
577028,211.3,94,7
577029,655.82,729,50
577030,412.56000000000006,336,8
577031,301.64,170,15
577032,91.8,56,4
577033,453.45,231,55
577034,843.64,873,84
577035,341.15999999999997,126,10
577036,54.57,18,12
577038,401.78000000000003,346,62
577039,1050.66,446,43
577041,152.64,144,1
577043,174.9,90,7
577044,460.8,240,2
577045,145.0,100,1
577046,1342.71,524,59
577047,315.9,42,4
577048,65.7,38,4
577049,298.78,104,41
577050,738.67,798,36
577051,174.98,113,61
577052,382.63,146,48
577053,612.39,321,23
577054,103.2,96,4
577055,599.16,228,7
577056,631.35,171,21
577057,496.48,513,139
577058,406.22,352,107
577059,237.36,102,12
577060,131.8,92,4
577061,842.94,383,45
577062,162.95,197,11
577063,447.93,195,7
577064,295.14,562,3
577065,146.35000000000002,53,8
577067,164.72,170,4
577068,9.0,30,1
577069,69.61,13,4
577071,1166.7,481,53
577072,99.7,22,4
577074,243.96,284,17
577076,151.5,96,37
577077,524.18,409,65
577078,5217.83,1361,572
577079,129.22,64,3
577080,357.6,172,13
577082,444.82,311,28
577083,145.71,257,5
577084,282.25,43,6
577085,310.5,194,10
577086,165.3,206,14
577087,149.6,10,3
577088,129.6,96,2
577089,166.15,73,13
577090,209.49,311,15
577091,131.95,43,7
577092,446.90000000000003,238,23
577093,426.06,150,18
577094,149.29,54,29
577095,219.44,191,36
577097,616.8,144,3
577098,472.0,130,5
577099,312.68,190,14
577100,59.0,20,1
577101,130.7,66,8
577103,88.25,25,6
577104,312.73,83,11
577105,186.18,118,9
577106,331.54,270,120
577107,851.0600000000001,348,35
577108,326.75,192,32
577109,304.47,209,20
577110,113.64,126,7
577121,800.96,514,32
577125,133.4,62,4
577126,1794.05,1025,56
577127,445.08000000000004,192,17
577128,130.49,59,31
577129,46.8,24,1
577130,165.0,1,1
577132,184.26,30,3
577133,51.95,57,4
577134,340.79999999999995,68,2
577135,239.72000000000003,340,6
577136,170.0,40,2
577137,325.44,96,1
577138,17.700000000000003,6,1
577139,42.900000000000006,22,3
577140,55.6,18,3
577141,553.14,315,27
577142,344.51,171,18
577143,142.88,70,9
577146,75.45,11,4
577148,1253.66,586,9
577150,7043.69,1457,94
577152,499.40000000000003,300,24
577155,349.4,192,17
577156,604.73,423,34
577157,925.64,669,44
577158,342.83000000000004,135,20
577160,334.56,213,19
577161,280.3,120,15
577162,137.3,30,4
577165,195.52,116,10
577166,102.0,40,1
577167,352.63,138,62
577168,739.1999999999999,63,2
577169,110.46000000000001,90,7
577170,200.45000000000002,55,7
577171,612.21,565,46
577172,115.05,74,16
577173,579.86,488,20
577174,312.0,134,86
577175,223.06,156,11
577176,316.45,141,14
577177,4.16,2,1
577178,177.31,96,11
577179,92.4,16,2
577180,1040.39,315,17
577181,1496.04,612,10
577182,304.7,186,17
577202,354.96000000000004,78,3
577209,563.28,200,3
577217,243.61,205,30
577218,143.14,242,10
577228,439.66,293,93
577230,158.53,177,44
577231,22.5,6,2
577235,314.85,148,14
577252,260.15,382,66
577256,333.62,284,14
577258,222.43,108,64
577286,129.14,63,32
577289,444.96000000000004,516,2
577295,374.68,157,10
577296,151.37,117,44
577297,277.56,212,87
577298,525.5500000000001,497,18
577299,126.0,81,8
577300,306.24,286,33
577301,30.450000000000003,9,2
577302,181.07,59,34
577303,974.8100000000001,413,40
577308,295.88,120,17
577309,379.19,269,27
577310,769.0,665,6
577311,106.06,36,19
577312,738.1800000000001,422,37
577313,157.78,125,5
577314,936.64,240,34
577315,219.92,154,43
577316,1185.85,448,44
577317,183.23,87,45
577318,1072.73,457,24
577319,163.24,137,59
577320,396.65,259,25
577321,266.91,214,10
577322,72.0,200,1
577324,303.01,379,22
577325,152.64000000000001,144,2
577326,166.0,34,2
577328,188.7,58,2
577329,169.06,47,16
577331,465.92,369,44
577332,297.65000000000003,151,12
577333,370.14,130,17
577334,446.94000000000005,230,4
577335,355.98,106,5
577336,228.99,91,14
577337,160.7,68,35
577338,166.07999999999998,150,8
577341,778.6,584,44
577344,198.6,93,10
577347,102.12,102,8
577352,126.0,50,6
577355,785.5600000000001,296,44
577356,114.60000000000001,60,4
577357,867.64,356,13
577358,5957.66,1621,561
577359,396.71,201,60
577361,15.0,4,1
577365,366.17,219,16
577382,12.4,16,3
577387,4.25,1,1
577393,2068.09,806,22
577396,478.12,204,11
577400,571.24,328,31
577401,4.25,1,1
577402,786.4399999999999,248,9
577403,462.44,392,27
577404,450.12,279,19
577405,212.92,98,8
577406,219.0,53,12
577407,509.96000000000004,332,10
577408,110.95,15,9
577409,882.86,276,17
577410,248.85,164,33
577411,437.67,298,58
577429,255.4,316,17
577438,207.21,86,48
577440,345.4,180,3
577443,172.79999999999998,144,3
577469,318.68,196,66
577472,1051.8400000000001,484,36
577473,311.61,210,83
577474,158.24,155,8
577475,439.8,263,30
577476,888.27,400,27
577477,155.71,85,9
577478,190.72,126,10
577479,917.54,440,41
577480,986.17,537,64
577482,319.64,144,29
577483,334.13,243,83
577484,492.94,463,23
577485,722.69,417,143
577487,333.36,396,5
577488,575.76,188,11
577489,80.93,42,23
577490,315.33,270,55
577491,125.99000000000001,49,6
577492,125.48,236,8
577493,211.8,154,47
577494,35.1,18,1
577495,227.75,118,62
577496,107.6,24,3
577497,284.86,192,56
577498,155.38,70,17
577499,24.11,15,9
577500,225.35999999999999,89,56
577501,317.56,282,17
577502,576.29,221,26
577503,198.8,72,37
577504,821.59,713,190
577505,378.31,124,30
577506,495.36,214,85
577507,225.44,129,55
577508,183.69,108,33
577510,19.8,12,1
577511,165.12,144,45
577512,262.42,77,13
577514,192.19,93,11
577515,117.74000000000001,114,6
577516,107.7,75,33
577517,353.81,155,51
577518,126.7,50,8
577519,851.07,724,65
577520,141.48,187,34
577521,83.15,62,24
577522,156.78,180,26
577523,205.96,77,12
577524,546.64,320,51
577525,161.35,133,7
577526,554.34,318,30
577527,188.73,97,22
577528,177.31,63,9
577529,60.48,288,1
577530,371.2,136,19
577531,4785.89,608,198
577532,118.98,233,32
577533,135.11,71,23
577534,23.79,51,5
577535,341.24,261,78
577536,118.72,59,49
577537,170.32,232,11
577538,118.2,52,7
577539,507.68,502,24
577540,100.14,38,23
577541,381.7,196,21
577542,130.04,94,25
577543,285.56,182,20
577544,673.21,353,71
577545,294.93,238,54
577546,10.5,25,1
577548,29.4,70,6
577549,430.32,364,89
577550,307.56,318,20
577551,265.83,125,15
577552,150.3,90,9
577553,70.2,36,1
577554,252.82999999999998,106,39
577555,100.2,36,2
577556,52.2,28,3
577557,437.90999999999997,221,90
577572,108.75,45,12
577579,111.18,38,7
577594,307.09000000000003,258,23
577595,229.61,104,41
577596,390.0,312,1
577597,327.3,256,18
577598,343.14,318,20
577599,316.90000000000003,202,12
577600,290.76,126,14
577601,978.58,444,40
577602,329.04,175,16
577603,147.04,100,12
577604,43.2,32,3
577605,400.08,408,5
577606,427.48,249,22
577607,95.4,12,1
577609,1757.55,631,73
577610,362.48,82,18
577613,805.2,614,50
577615,686.05,320,36
577616,307.24,114,14
577617,95.52000000000001,90,6
577618,430.48,68,14
577633,1120.1100000000001,403,48
577646,133.68,316,11
577669,186.01,223,7
577680,219.01,129,7
577687,397.72,271,16
577689,278.45,195,20
577690,346.44,144,42
577691,127.61,33,20
577694,129.4,66,12
577695,612.01,256,52
577696,154.35,116,58
577697,135.06,122,11
577698,320.89,318,34
577699,400.70000000000005,234,19
577700,187.33,107,46
577701,183.32,64,24
577711,179.09,93,39
577716,297.0,308,14
577718,523.2,224,2
577719,1100.22,414,9
577720,1809.7,530,8
577721,131.66,92,11
577723,504.5,297,77
577724,97.5,26,4
577725,45.300000000000004,14,3
577726,167.92000000000002,70,6
577727,362.76,265,5
577728,360.73,268,40
577729,563.28,422,34
577730,178.26,43,18
577732,569.9200000000001,481,12
577733,149.47,138,19
577734,132.0,54,4
577735,388.8,428,11
577736,110.92,67,24
577738,216.9,54,3
577739,60.8,40,3
577740,411.35,193,54
577741,467.11,201,22
577742,453.22,222,70
577743,145.11,64,17
577744,368.59999999999997,104,10
577745,461.4,404,18
577746,383.99,377,25
577747,5490.24,1182,14
577748,1437.5,828,49
577749,534.2,299,41
577751,251.37,129,39
577754,2675.28,1524,34
577755,195.36,118,11
577756,340.11,157,21
577757,43.62,14,8
577768,4444.83,1198,526
577769,453.08,272,22
577770,359.04,135,15
577771,41.6,20,2
577772,689.52,536,22
577773,492.18,343,88
577774,379.72,206,55
577776,32.65,3,3
577777,8.73,4,4
577778,139.97,71,58
577780,2.95,1,1
577782,249.0,119,77
577783,2786.4,1644,35
577784,119.66,147,8
577785,701.97,532,53
577790,172.6,44,10
577791,939.89,793,63
577792,31.85,7,2
577793,135.43,69,9
577794,542.03,448,57
577795,123.01,54,24
577796,233.9,66,11
577797,15.0,12,1
577798,298.34,209,21
577800,889.38,670,36
577801,82.5,298,9
577802,29.5,10,1
577803,16.080000000000002,8,8
577804,189.87,92,33
577805,1459.76,658,7
577806,82.0,26,5
577807,309.65,113,18
577808,75.0,44,3
577809,414.25,63,13
577810,720.0,1000,1
577811,214.71,179,14
577812,308.74,114,16
577813,580.38,458,26
577814,120.06,122,9
577816,1090.92,864,28
577818,256.45,195,10
577820,604.0,344,7
577822,2000.0,1600,10
577823,392.40000000000003,216,2
577824,301.29,97,11
577825,144.72,59,10
577826,161.67000000000002,144,13
577827,276.85,83,11
577830,174.6,124,4
577831,266.7,190,19
577833,145.65,58,9
577834,542.99,325,28
577835,284.02,165,12
577837,213.72,120,5
577838,289.52,156,14
577840,40.64,32,2
577841,205.62,86,6
577842,787.5500000000001,177,8
577843,237.6,48,1
577844,6167.53,1242,85
577845,734.8199999999999,585,22
577848,44.55,9,1
577850,1136.96,870,63
577851,348.38,154,12
577852,2232.0,480,1
577853,117.08000000000001,44,10
577854,189.64000000000001,88,5
577855,239.31,172,106
577856,357.88,186,13
577857,221.64,336,6
577858,396.65,63,2
577859,238.41,111,21
577860,269.64,200,11
577861,351.64,236,21
577869,294.71999999999997,312,36
577880,206.28,138,12
577893,279.37,159,36
577897,322.08,48,1
577905,291.6,96,5
577906,22.04,76,1
577919,138.05,51,15
577938,193.76,158,36
577950,245.05,151,10
577951,247.68,192,34
577973,394.14,248,6
577980,202.95,124,22
577985,150.0,117,9
578004,108.39999999999999,88,11
578005,522.98,146,11
578006,388.68,267,21
578008,209.28,127,33
578009,114.14,58,19
578010,204.0,100,1
578011,292.59000000000003,204,20
578012,59.400000000000006,12,1
578013,111.91,113,32
578014,149.4,36,1
578015,291.36,408,10
578016,475.97,249,68
578017,228.8,113,56
578018,714.09,431,34
578019,135.43,51,36
578020,418.03000000000003,206,31
578021,30.349999999999998,9,9
578022,270.45,85,62
578023,30.0,24,1
578024,639.2,341,36
578025,309.36,548,15
578026,599.78,177,33
578027,699.1,706,37
578028,55.81,27,17
578029,860.6999999999999,285,24
578030,662.66,254,20
578031,376.2,80,18
578032,647.94,261,40
578033,585.75,175,28
578034,588.24,377,5
578035,284.04,396,6
578036,351.9,226,78
578037,9.5,30,5
578038,346.14,186,9
578040,199.48000000000002,117,25
578041,1329.6200000000001,720,163
578042,510.0,6,1
578043,416.17,221,23
578044,722.14,394,28
578045,128.18,65,49
578053,330.55,307,20
578054,616.0,239,10
578055,320.46,430,13
578056,334.90000000000003,194,12
578057,162.78,128,27
578058,95.34,128,8
578059,222.84,140,8
578060,976.0,3200,3
578063,235.96,132,14
578064,104.0,50,1
578065,4381.48,1378,494
578066,40.14,36,9
578067,3826.2799999999997,1085,486
578068,688.54,324,115
578069,351.95,327,16
578070,16.5,10,1
578071,272.36,128,6
578072,652.81,620,72
578074,797.71,473,123
578075,118.79,63,24
578078,196.94000000000003,79,11
578079,466.18,198,23
578080,243.55,99,15
578081,958.2,240,10
578082,221.36,137,14
578084,301.25,185,21
578085,294.88,189,12
578086,356.02,194,16
578087,150.55,87,13
578088,862.2,655,103
578089,406.72,120,6
578091,82.91,49,4
578092,314.77,393,18
578093,302.24,376,17
578094,184.4,64,23
578096,83.96000000000001,32,2
578098,79.48,53,26
578099,350.57,183,21
578100,368.14,236,18
578101,105.0,60,3
578102,409.0,126,12
578103,254.12,156,9
578104,308.46,90,15
578105,177.33,60,8
578106,312.5,174,6
578107,127.67999999999999,116,7
578108,385.06,526,13
578109,311.66,261,21
578111,164.28,98,5
578112,30.0,24,1
578113,92.39999999999999,168,4
578114,194.41,107,12
578115,115.9,146,8
578116,314.81,285,7
578117,223.5,134,14
578118,842.02,620,29
578119,72.0,32,4
578120,381.2,252,21
578121,400.40000000000003,247,21
578123,80.0,2,1
578125,3956.6800000000003,3806,45
578126,8.95,101,2
578127,472.6,268,6
578128,269.52,156,8
578129,102.83999999999999,154,9
578130,104.2,28,4
578133,243.8,78,10
578140,7952.679999999999,5760,42
578141,290.0,200,1
578143,1835.96,1284,11
578146,332.4,121,47
578147,192.44,134,45
578149,8124.25,1008,282
578150,16.5,10,1
578151,315.71,187,19
578152,131.39999999999998,12,1
578153,186.14,188,48
578154,1.65,1,1
578155,164.77,68,46
578171,392.4,207,16
578174,219.23000000000002,111,11
578187,500.52000000000004,770,31
578192,102.0,12,1
578196,83.4,12,1
578211,316.78,341,57
578220,341.54,214,5
578225,852.8100000000001,441,48
578229,273.35,109,21
578230,354.0,144,2
578231,286.8,66,24
578232,85.0,1,1
578233,2333.98,1658,205
578234,298.24,130,17
578243,1050.3200000000002,452,33
578244,569.67,438,39
578246,116.46,162,6
578247,138.6,217,17
578248,437.12,306,38
578249,457.2,120,1
578250,122.53,52,46
578251,412.9,360,77
578252,530.16,228,5
578253,88.2,73,4
578254,366.8,180,7
578255,596.36,336,97
578256,69.6,48,1
578258,338.63,261,60
578260,378.90000000000003,172,17
578261,792.94,210,10
578262,307.05,241,102
578263,280.4,504,16
578264,123.64,99,33
578265,406.53000000000003,169,19
578266,141.68,66,41
578267,12.75,3,1
578268,5.45,1,1
578270,6936.5199999999995,1801,442
578271,90.02,34,4
578272,198.31,126,13
578273,107.36,38,20
578275,181.63,154,33
578277,329.12,212,25
578278,471.25,435,45
578279,446.58,190,7
578281,213.8,74,15
578283,353.52000000000004,224,7
578284,71.60000000000001,66,5
578285,81.06,31,28
578286,90.48,312,1
578287,19.259999999999998,7,3
578288,49.0,7,7
578289,844.9,381,118
578290,778.9200000000001,481,37
578291,54.900000000000006,22,2
578292,708.76,425,72
578293,886.86,364,33
578294,91.45000000000002,31,5
578295,204.3,74,7
578296,94.80000000000001,24,2
578297,446.28000000000003,228,9
578298,398.7,461,17
578299,426.09000000000003,223,10
578300,310.0,73,2
578301,380.64,188,14
578302,718.89,243,38
578303,541.71,119,12
578304,407.4,124,5
578305,10584.77,2111,132
578306,236.34,150,11
578307,348.83,274,51
578308,34.29,27,14
578309,256.8,256,14
578310,313.52,160,21
578311,20.8,10,1
578312,229.26,90,8
578313,130.13,51,7
578314,332.55,132,8
578315,319.33,167,19
578316,302.44,241,18
578317,710.68,394,38
578318,164.7,120,9
578319,107.76,56,4
578321,2990.0,920,4
578322,209.94,60,10
578323,212.85,50,23
578324,172.45,98,26
578325,161.52,86,25
578326,167.06,89,18
578330,277.98,438,2
578331,207.14000000000001,143,10
578332,24.85,14,8
578333,332.96000000000004,202,12
578334,82.8,64,6
578335,417.56,244,26
578339,178.48000000000002,77,9
578341,279.35999999999996,384,2
578343,83.0,60,3
578344,6215.59,1603,622
578345,264.6,252,3
578346,264.6,252,3
578347,5526.53,1514,606
578348,162.5,134,11
578349,465.35,375,25
578350,306.35,205,14
578351,163.2,64,2
578352,129.5,50,6
578353,184.2,108,7
578354,468.52000000000004,232,23
578356,197.28,132,3
578357,188.49,258,18
578358,2210.64,948,12
578359,1074.0,600,6
578361,122.64,93,8
578362,1082.14,551,22
578364,220.2,187,12
578365,1092.1,794,12
578366,298.85,135,19
578369,136.65,59,20
578370,166.0,83,31
578372,37.239999999999995,8,2
578373,339.73,286,21
578375,240.39000000000001,201,5
578384,71.0,32,5
578400,168.13,110,46
578420,261.35,39,18
578425,72.0,4,1
578427,196.0,156,8
578429,521.21,351,54
578433,474.16,248,9
578441,285.35,103,3
578445,185.81,190,29
578451,69.6,48,1
578459,286.4,224,8
578461,193.75,43,11
578463,340.7,160,16
578468,220.62,346,18
578469,590.32,260,13
578470,237.74,102,13
578472,1750.46,591,59
578479,187.23000000000002,93,36
578480,317.5,242,12
578485,810.76,516,33
578488,476.82,278,56
578506,316.5,170,54
578508,149.15,68,39
578509,183.5,131,11
578510,533.97,202,65
578511,247.62,104,27
578512,435.88,232,5
578513,1463.64,551,55
578514,39.480000000000004,36,2
578515,150.81,101,39
578516,578.24,776,36
578517,772.54,318,22
578518,110.57000000000001,73,29
578519,334.37,185,80
578520,203.58,176,23
578521,197.48,83,41
578522,169.06,150,54
578523,150.76,150,16
578526,215.76,98,13
578530,301.14,138,10
578531,248.16,203,65
578532,289.62,180,18
578533,271.2,128,21
578534,415.25,221,32
578535,52.74,58,3
578539,632.55,453,34
578541,2059.57,821,124
578544,314.58,94,16
578547,324.74,361,16
578548,238.51,164,49
578550,111.34,59,6
578551,677.83,486,60
578620,280.09000000000003,105,54
578621,121.66,82,6
578622,49.8,60,1
578623,158.42,90,7
578626,879.1,322,18
578627,312.0,150,10
578630,170.52,120,3
578631,189.8,30,8
578633,290.32,260,22
578634,112.38,98,7
578653,462.0,248,24
578661,392.76,268,13
578662,159.23,41,23
578663,93.78,102,6
578664,243.76,212,46
578665,427.08,208,11
578666,1060.25,645,66
578667,137.97,91,26
578668,195.0,300,5
578670,4.949999999999999,3,1
578671,66.0,40,1
578672,40.2,60,3
578674,39.48,12,1
578675,738.96,416,38
578676,144.43,61,26
578677,187.14,121,25
578678,453.65999999999997,395,93
578679,348.1,568,10
578680,239.66000000000003,146,13
578681,302.34000000000003,130,14
578682,963.1800000000001,295,20
578683,151.38,70,5
578684,35.400000000000006,12,2
578685,440.64,216,7
578686,362.95,235,20
578687,318.17,183,22
578688,286.46999999999997,233,38
578689,353.61,177,4
578690,138.55,41,9
578694,234.24,126,2
578695,36.8,86,3
578696,721.34,336,32
578697,337.4,281,22
